年,月,年月,縣市,營業行車次數_班次,年月KEY
2017,8,2017-08-01,連江縣,2390.0,201708
2017,8,2017-08-01,金門縣,10997.0,201708
2017,8,2017-08-01,雲林縣,3658.0,201708
2017,8,2017-08-01,高雄市,257956.0,201708
2017,9,2017-09-01,南投縣,738.0,201709
2017,9,2017-09-01,嘉義市,1560.0,201709
2017,9,2017-09-01,嘉義縣,3350.0,201709
2017,9,2017-09-01,基隆市,62867.0,201709
2017,9,2017-09-01,宜蘭縣,17049.0,201709
2017,9,2017-09-01,屏東縣,8590.0,201709
2017,9,2017-09-01,彰化縣,4733.0,201709
2017,9,2017-09-01,新北市,679460.0,201709
2017,9,2017-09-01,新竹市,18137.0,201709
2017,9,2017-09-01,新竹縣,7336.0,201709
2017,9,2017-09-01,桃園市,169516.0,201709
2017,9,2017-09-01,澎湖縣,7038.0,201709
2017,9,2017-09-01,臺中市,274115.0,201709
2017,9,2017-09-01,臺北市,1050339.0,201709
2017,9,2017-09-01,臺南市,80247.0,201709
2017,9,2017-09-01,臺東縣,2460.0,201709
2017,9,2017-09-01,花蓮縣,1998.0,201709
2017,9,2017-09-01,苗栗縣,1200.0,201709
2017,9,2017-09-01,連江縣,2420.0,201709
2017,9,2017-09-01,金門縣,10648.0,201709
2017,9,2017-09-01,雲林縣,3548.0,201709
2017,9,2017-09-01,高雄市,252922.0,201709
2017,10,2017-10-01,南投縣,886.0,201710
2017,10,2017-10-01,嘉義市,1612.0,201710
2017,10,2017-10-01,嘉義縣,4557.0,201710
2017,10,2017-10-01,基隆市,62947.0,201710
2017,10,2017-10-01,宜蘭縣,18375.0,201710
2017,10,2017-10-01,屏東縣,8240.0,201710
2017,10,2017-10-01,彰化縣,4880.0,201710
2017,10,2017-10-01,新北市,680707.0,201710
2017,10,2017-10-01,新竹市,18024.0,201710
2017,10,2017-10-01,新竹縣,7362.0,201710
2017,10,2017-10-01,桃園市,172525.0,201710
2017,10,2017-10-01,澎湖縣,7011.0,201710
2017,10,2017-10-01,臺中市,279712.0,201710
2017,10,2017-10-01,臺北市,1045595.0,201710
2017,10,2017-10-01,臺南市,83639.0,201710
2017,10,2017-10-01,臺東縣,2542.0,201710
2017,10,2017-10-01,花蓮縣,1916.0,201710
2017,10,2017-10-01,苗栗縣,1240.0,201710
2017,10,2017-10-01,連江縣,2462.0,201710
2017,10,2017-10-01,金門縣,10671.0,201710
2017,10,2017-10-01,雲林縣,3684.0,201710
2017,10,2017-10-01,高雄市,270317.0,201710
2017,11,2017-11-01,南投縣,800.0,201711
2017,11,2017-11-01,嘉義市,1560.0,201711
2017,11,2017-11-01,嘉義縣,4346.0,201711
2017,11,2017-11-01,基隆市,61393.0,201711
2017,11,2017-11-01,宜蘭縣,17065.0,201711
2017,11,2017-11-01,屏東縣,8299.0,201711
2017,11,2017-11-01,彰化縣,4883.0,201711
2017,11,2017-11-01,新北市,682365.0,201711
2017,11,2017-11-01,新竹市,17586.0,201711
2017,11,2017-11-01,新竹縣,7336.0,201711
2017,11,2017-11-01,桃園市,167838.0,201711
2017,11,2017-11-01,澎湖縣,6190.0,201711
2017,11,2017-11-01,臺中市,273638.0,201711
2017,11,2017-11-01,臺北市,1040211.0,201711
2017,11,2017-11-01,臺南市,81141.0,201711
2017,11,2017-11-01,臺東縣,2460.0,201711
2017,11,2017-11-01,花蓮縣,1903.0,201711
2017,11,2017-11-01,苗栗縣,1200.0,201711
2017,11,2017-11-01,連江縣,2396.0,201711
2017,11,2017-11-01,金門縣,10332.0,201711
2017,11,2017-11-01,雲林縣,3540.0,201711
2017,11,2017-11-01,高雄市,251775.0,201711
2017,12,2017-12-01,南投縣,896.0,201712
2017,12,2017-12-01,嘉義市,1612.0,201712
2017,12,2017-12-01,嘉義縣,3925.0,201712
2017,12,2017-12-01,基隆市,61604.0,201712
2017,12,2017-12-01,宜蘭縣,17656.0,201712
2017,12,2017-12-01,屏東縣,7713.0,201712
2017,12,2017-12-01,彰化縣,4993.0,201712
2017,12,2017-12-01,新北市,690661.0,201712
2017,12,2017-12-01,新竹市,18313.0,201712
2017,12,2017-12-01,新竹縣,7474.0,201712
2017,12,2017-12-01,桃園市,172578.0,201712
2017,12,2017-12-01,澎湖縣,6093.0,201712
2017,12,2017-12-01,臺中市,280739.0,201712
2017,12,2017-12-01,臺北市,1057857.0,201712
2017,12,2017-12-01,臺南市,84156.0,201712
2017,12,2017-12-01,臺東縣,2542.0,201712
2017,12,2017-12-01,花蓮縣,2007.0,201712
2017,12,2017-12-01,苗栗縣,1200.0,201712
2017,12,2017-12-01,連江縣,2462.0,201712
2017,12,2017-12-01,金門縣,10753.0,201712
2017,12,2017-12-01,雲林縣,3662.0,201712
2017,12,2017-12-01,高雄市,259423.0,201712
2018,1,2018-01-01,南投縣,892.0,201801
2018,1,2018-01-01,嘉義市,1612.0,201801
2018,1,2018-01-01,嘉義縣,4462.0,201801
2018,1,2018-01-01,基隆市,64546.0,201801
2018,1,2018-01-01,宜蘭縣,17337.0,201801
2018,1,2018-01-01,屏東縣,7269.0,201801
2018,1,2018-01-01,彰化縣,4546.0,201801
2018,1,2018-01-01,新北市,694174.0,201801
2018,1,2018-01-01,新竹市,18355.0,201801
2018,1,2018-01-01,新竹縣,7488.0,201801
2018,1,2018-01-01,桃園市,174191.0,201801
2018,1,2018-01-01,澎湖縣,5791.0,201801
2018,1,2018-01-01,臺中市,281545.0,201801
2018,1,2018-01-01,臺北市,1062650.0,201801
2018,1,2018-01-01,臺南市,84206.0,201801
2018,1,2018-01-01,臺東縣,2542.0,201801
2018,1,2018-01-01,花蓮縣,1938.0,201801
2018,1,2018-01-01,苗栗縣,1271.0,201801
2018,1,2018-01-01,連江縣,2522.0,201801
2018,1,2018-01-01,金門縣,11838.0,201801
2018,1,2018-01-01,雲林縣,3676.0,201801
2018,1,2018-01-01,高雄市,254777.0,201801
2018,2,2018-02-01,南投縣,928.0,201802
2018,2,2018-02-01,嘉義市,1456.0,201802
2018,2,2018-02-01,嘉義縣,4103.0,201802
2018,2,2018-02-01,基隆市,55448.0,201802
2018,2,2018-02-01,宜蘭縣,16400.0,201802
2018,2,2018-02-01,屏東縣,8431.0,201802
2018,2,2018-02-01,彰化縣,3899.0,201802
2018,2,2018-02-01,新北市,567277.0,201802
2018,2,2018-02-01,新竹市,15141.0,201802
2018,2,2018-02-01,新竹縣,6463.0,201802
2018,2,2018-02-01,桃園市,152284.0,201802
2018,2,2018-02-01,澎湖縣,4484.0,201802
2018,2,2018-02-01,臺中市,242418.0,201802
2018,2,2018-02-01,臺北市,883971.0,201802
2018,2,2018-02-01,臺南市,77171.0,201802
2018,2,2018-02-01,臺東縣,2296.0,201802
2018,2,2018-02-01,花蓮縣,1736.0,201802
2018,2,2018-02-01,苗栗縣,1120.0,201802
2018,2,2018-02-01,連江縣,2052.0,201802
2018,2,2018-02-01,金門縣,9662.0,201802
2018,2,2018-02-01,雲林縣,3341.0,201802
2018,2,2018-02-01,高雄市,226386.0,201802
2018,3,2018-03-01,南投縣,880.0,201803
2018,3,2018-03-01,嘉義市,1613.0,201803
2018,3,2018-03-01,嘉義縣,4502.0,201803
2018,3,2018-03-01,基隆市,63602.0,201803
2018,3,2018-03-01,宜蘭縣,17157.0,201803
2018,3,2018-03-01,屏東縣,10389.0,201803
2018,3,2018-03-01,彰化縣,5058.0,201803
2018,3,2018-03-01,新北市,681160.0,201803
2018,3,2018-03-01,新竹市,18182.0,201803
2018,3,2018-03-01,新竹縣,7596.0,201803
2018,3,2018-03-01,桃園市,173930.0,201803
2018,3,2018-03-01,澎湖縣,6143.0,201803
2018,3,2018-03-01,臺中市,279671.0,201803
2018,3,2018-03-01,臺北市,1053453.0,201803
2018,3,2018-03-01,臺南市,85109.0,201803
2018,3,2018-03-01,臺東縣,2542.0,201803
2018,3,2018-03-01,花蓮縣,2028.0,201803
2018,3,2018-03-01,苗栗縣,1240.0,201803
2018,3,2018-03-01,連江縣,2478.0,201803
2018,3,2018-03-01,金門縣,9533.0,201803
2018,3,2018-03-01,雲林縣,3666.0,201803
2018,3,2018-03-01,高雄市,261096.0,201803
2018,4,2018-04-01,南投縣,1056.0,201804
2018,4,2018-04-01,嘉義市,1560.0,201804
2018,4,2018-04-01,嘉義縣,4326.0,201804
2018,4,2018-04-01,基隆市,60720.0,201804
2018,4,2018-04-01,宜蘭縣,17059.0,201804
2018,4,2018-04-01,屏東縣,10501.0,201804
2018,4,2018-04-01,彰化縣,4680.0,201804
2018,4,2018-04-01,新北市,631085.0,201804
2018,4,2018-04-01,新竹市,17505.0,201804
2018,4,2018-04-01,新竹縣,7103.0,201804
2018,4,2018-04-01,桃園市,171817.0,201804
2018,4,2018-04-01,澎湖縣,5664.0,201804
2018,4,2018-04-01,臺中市,270677.0,201804
2018,4,2018-04-01,臺北市,983011.0,201804
2018,4,2018-04-01,臺南市,82368.0,201804
2018,4,2018-04-01,臺東縣,2460.0,201804
2018,4,2018-04-01,花蓮縣,1960.0,201804
2018,4,2018-04-01,苗栗縣,1200.0,201804
2018,4,2018-04-01,連江縣,2364.0,201804
2018,4,2018-04-01,金門縣,9808.0,201804
2018,4,2018-04-01,雲林縣,3578.0,201804
2018,4,2018-04-01,高雄市,268182.0,201804
2018,5,2018-05-01,南投縣,882.0,201805
2018,5,2018-05-01,嘉義市,1934.0,201805
2018,5,2018-05-01,嘉義縣,4365.0,201805
2018,5,2018-05-01,基隆市,63076.0,201805
2018,5,2018-05-01,宜蘭縣,16473.0,201805
2018,5,2018-05-01,屏東縣,10985.0,201805
2018,5,2018-05-01,彰化縣,5078.0,201805
2018,5,2018-05-01,新北市,683213.0,201805
2018,5,2018-05-01,新竹市,18333.0,201805
2018,5,2018-05-01,新竹縣,6945.0,201805
2018,5,2018-05-01,桃園市,180771.0,201805
2018,5,2018-05-01,澎湖縣,7373.0,201805
2018,5,2018-05-01,臺中市,283635.0,201805
2018,5,2018-05-01,臺北市,1053757.0,201805
2018,5,2018-05-01,臺南市,84669.0,201805
2018,5,2018-05-01,臺東縣,2542.0,201805
2018,5,2018-05-01,花蓮縣,2018.0,201805
2018,5,2018-05-01,苗栗縣,1240.0,201805
2018,5,2018-05-01,連江縣,2584.0,201805
2018,5,2018-05-01,金門縣,10724.0,201805
2018,5,2018-05-01,雲林縣,3676.0,201805
2018,5,2018-05-01,高雄市,277256.0,201805
2018,6,2018-06-01,南投縣,964.0,201806
2018,6,2018-06-01,嘉義市,1920.0,201806
2018,6,2018-06-01,嘉義縣,3772.0,201806
2018,6,2018-06-01,基隆市,60771.0,201806
2018,6,2018-06-01,宜蘭縣,16286.0,201806
2018,6,2018-06-01,屏東縣,10207.0,201806
2018,6,2018-06-01,彰化縣,4789.0,201806
2018,6,2018-06-01,新北市,652829.0,201806
2018,6,2018-06-01,新竹市,17360.0,201806
2018,6,2018-06-01,新竹縣,4138.0,201806
2018,6,2018-06-01,桃園市,172430.0,201806
2018,6,2018-06-01,澎湖縣,5702.0,201806
2018,6,2018-06-01,臺中市,276883.0,201806
2018,6,2018-06-01,臺北市,999803.0,201806
2018,6,2018-06-01,臺南市,82542.0,201806
2018,6,2018-06-01,臺東縣,2460.0,201806
2018,6,2018-06-01,花蓮縣,1940.0,201806
2018,6,2018-06-01,苗栗縣,1200.0,201806
2018,6,2018-06-01,連江縣,2444.0,201806
2018,6,2018-06-01,金門縣,11168.0,201806
2018,6,2018-06-01,雲林縣,3570.0,201806
2018,6,2018-06-01,高雄市,267510.0,201806
2018,7,2018-07-01,南投縣,817.0,201807
2018,7,2018-07-01,嘉義市,2190.0,201807
2018,7,2018-07-01,嘉義縣,3830.0,201807
2018,7,2018-07-01,基隆市,61536.0,201807
2018,7,2018-07-01,宜蘭縣,17417.0,201807
2018,7,2018-07-01,屏東縣,9380.0,201807
2018,7,2018-07-01,彰化縣,4356.0,201807
2018,7,2018-07-01,新北市,669485.0,201807
2018,7,2018-07-01,新竹市,16611.0,201807
2018,7,2018-07-01,新竹縣,8119.0,201807
2018,7,2018-07-01,桃園市,173764.0,201807
2018,7,2018-07-01,澎湖縣,4589.0,201807
2018,7,2018-07-01,臺中市,284183.0,201807
2018,7,2018-07-01,臺北市,1032147.0,201807
2018,7,2018-07-01,臺南市,85086.0,201807
2018,7,2018-07-01,臺東縣,2542.0,201807
2018,7,2018-07-01,花蓮縣,2046.0,201807
2018,7,2018-07-01,苗栗縣,1240.0,201807
2018,7,2018-07-01,連江縣,2318.0,201807
2018,7,2018-07-01,金門縣,10724.0,201807
2018,7,2018-07-01,雲林縣,3658.0,201807
2018,7,2018-07-01,高雄市,271561.0,201807
2018,8,2018-08-01,南投縣,784.0,201808
2018,8,2018-08-01,嘉義市,2365.0,201808
2018,8,2018-08-01,嘉義縣,3558.0,201808
2018,8,2018-08-01,基隆市,62141.0,201808
2018,8,2018-08-01,宜蘭縣,17317.0,201808
2018,8,2018-08-01,屏東縣,9020.0,201808
2018,8,2018-08-01,彰化縣,4233.0,201808
2018,8,2018-08-01,新北市,682686.0,201808
2018,8,2018-08-01,新竹市,17176.0,201808
2018,8,2018-08-01,新竹縣,7596.0,201808
2018,8,2018-08-01,桃園市,174378.0,201808
2018,8,2018-08-01,澎湖縣,4754.0,201808
2018,8,2018-08-01,臺中市,298280.0,201808
2018,8,2018-08-01,臺北市,1045250.0,201808
2018,8,2018-08-01,臺南市,82383.0,201808
2018,8,2018-08-01,臺東縣,2542.0,201808
2018,8,2018-08-01,花蓮縣,1920.0,201808
2018,8,2018-08-01,苗栗縣,1240.0,201808
2018,8,2018-08-01,連江縣,2408.0,201808
2018,8,2018-08-01,金門縣,10724.0,201808
2018,8,2018-08-01,雲林縣,3594.0,201808
2018,8,2018-08-01,高雄市,212284.0,201808
2018,9,2018-09-01,南投縣,1008.0,201809
2018,9,2018-09-01,嘉義市,2292.0,201809
2018,9,2018-09-01,嘉義縣,3790.0,201809
2018,9,2018-09-01,基隆市,59664.0,201809
2018,9,2018-09-01,宜蘭縣,16425.0,201809
2018,9,2018-09-01,屏東縣,9731.0,201809
2018,9,2018-09-01,彰化縣,4672.0,201809
2018,9,2018-09-01,新北市,649618.0,201809
2018,9,2018-09-01,新竹市,17413.0,201809
2018,9,2018-09-01,新竹縣,4140.0,201809
2018,9,2018-09-01,桃園市,170882.0,201809
2018,9,2018-09-01,澎湖縣,5686.0,201809
2018,9,2018-09-01,臺中市,278098.0,201809
2018,9,2018-09-01,臺北市,991103.0,201809
2018,9,2018-09-01,臺南市,82907.0,201809
2018,9,2018-09-01,臺東縣,2760.0,201809
2018,9,2018-09-01,花蓮縣,1887.0,201809
2018,9,2018-09-01,苗栗縣,1200.0,201809
2018,9,2018-09-01,連江縣,2420.0,201809
2018,9,2018-09-01,金門縣,10724.0,201809
2018,9,2018-09-01,雲林縣,3572.0,201809
2018,9,2018-09-01,高雄市,264226.0,201809
2018,10,2018-10-01,南投縣,622.0,201810
2018,10,2018-10-01,嘉義市,2340.0,201810
2018,10,2018-10-01,嘉義縣,3842.0,201810
2018,10,2018-10-01,基隆市,63914.0,201810
2018,10,2018-10-01,宜蘭縣,16557.0,201810
2018,10,2018-10-01,屏東縣,10190.0,201810
2018,10,2018-10-01,彰化縣,5037.0,201810
2018,10,2018-10-01,新北市,689323.0,201810
2018,10,2018-10-01,新竹市,18299.0,201810
2018,10,2018-10-01,新竹縣,4278.0,201810
2018,10,2018-10-01,桃園市,186240.0,201810
2018,10,2018-10-01,澎湖縣,6026.0,201810
2018,10,2018-10-01,臺中市,290492.0,201810
2018,10,2018-10-01,臺北市,1053235.0,201810
2018,10,2018-10-01,臺南市,85908.0,201810
2018,10,2018-10-01,臺東縣,2542.0,201810
2018,10,2018-10-01,花蓮縣,2165.0,201810
2018,10,2018-10-01,苗栗縣,1240.0,201810
2018,10,2018-10-01,連江縣,2664.0,201810
2018,10,2018-10-01,金門縣,10724.0,201810
2018,10,2018-10-01,雲林縣,3658.0,201810
2018,10,2018-10-01,高雄市,277628.0,201810
2018,11,2018-11-01,南投縣,752.0,201811
2018,11,2018-11-01,嘉義市,2350.0,201811
2018,11,2018-11-01,嘉義縣,3642.0,201811
2018,11,2018-11-01,基隆市,69613.0,201811
2018,11,2018-11-01,宜蘭縣,16596.0,201811
2018,11,2018-11-01,屏東縣,9902.0,201811
2018,11,2018-11-01,彰化縣,5047.0,201811
2018,11,2018-11-01,新北市,690763.0,201811
2018,11,2018-11-01,新竹市,17745.0,201811
2018,11,2018-11-01,新竹縣,6644.0,201811
2018,11,2018-11-01,桃園市,187771.0,201811
2018,11,2018-11-01,澎湖縣,5878.0,201811
2018,11,2018-11-01,臺中市,278825.0,201811
2018,11,2018-11-01,臺北市,1004966.0,201811
2018,11,2018-11-01,臺南市,83104.0,201811
2018,11,2018-11-01,臺東縣,2250.0,201811
2018,11,2018-11-01,花蓮縣,2353.0,201811
2018,11,2018-11-01,苗栗縣,1200.0,201811
2018,11,2018-11-01,連江縣,2404.0,201811
2018,11,2018-11-01,金門縣,12005.0,201811
2018,11,2018-11-01,雲林縣,3658.0,201811
2018,11,2018-11-01,高雄市,277722.0,201811
2018,12,2018-12-01,南投縣,836.0,201812
2018,12,2018-12-01,嘉義市,2256.0,201812
2018,12,2018-12-01,嘉義縣,3811.0,201812
2018,12,2018-12-01,基隆市,70646.0,201812
2018,12,2018-12-01,宜蘭縣,25544.0,201812
2018,12,2018-12-01,屏東縣,10230.0,201812
2018,12,2018-12-01,彰化縣,4930.0,201812
2018,12,2018-12-01,新北市,690763.0,201812
2018,12,2018-12-01,新竹市,18243.0,201812
2018,12,2018-12-01,新竹縣,7300.0,201812
2018,12,2018-12-01,桃園市,193376.0,201812
2018,12,2018-12-01,澎湖縣,5991.0,201812
2018,12,2018-12-01,臺中市,285481.0,201812
2018,12,2018-12-01,臺北市,1017505.0,201812
2018,12,2018-12-01,臺南市,86213.0,201812
2018,12,2018-12-01,臺東縣,2325.0,201812
2018,12,2018-12-01,花蓮縣,2380.0,201812
2018,12,2018-12-01,苗栗縣,1240.0,201812
2018,12,2018-12-01,連江縣,2470.0,201812
2018,12,2018-12-01,金門縣,14984.0,201812
2018,12,2018-12-01,雲林縣,3558.0,201812
2018,12,2018-12-01,高雄市,280474.0,201812
2019,1,2019-01-01,南投縣,722.0,201901
2019,1,2019-01-01,嘉義市,2449.0,201901
2019,1,2019-01-01,嘉義縣,3761.0,201901
2019,1,2019-01-01,基隆市,72057.0,201901
2019,1,2019-01-01,宜蘭縣,25212.0,201901
2019,1,2019-01-01,屏東縣,9670.0,201901
2019,1,2019-01-01,彰化縣,4639.0,201901
2019,1,2019-01-01,新北市,689236.0,201901
2019,1,2019-01-01,新竹市,17634.0,201901
2019,1,2019-01-01,新竹縣,5779.0,201901
2019,1,2019-01-01,桃園市,195168.0,201901
2019,1,2019-01-01,澎湖縣,5523.0,201901
2019,1,2019-01-01,臺中市,287642.0,201901
2019,1,2019-01-01,臺北市,1021101.0,201901
2019,1,2019-01-01,臺南市,85931.0,201901
2019,1,2019-01-01,臺東縣,2250.0,201901
2019,1,2019-01-01,花蓮縣,2246.0,201901
2019,1,2019-01-01,苗栗縣,1240.0,201901
2019,1,2019-01-01,連江縣,2404.0,201901
2019,1,2019-01-01,金門縣,11718.0,201901
2019,1,2019-01-01,雲林縣,3678.0,201901
2019,1,2019-01-01,高雄市,271980.0,201901
2019,2,2019-02-01,南投縣,1666.0,201902
2019,2,2019-02-01,嘉義市,2185.0,201902
2019,2,2019-02-01,嘉義縣,3531.0,201902
2019,2,2019-02-01,基隆市,63753.0,201902
2019,2,2019-02-01,宜蘭縣,24824.0,201902
2019,2,2019-02-01,屏東縣,8953.0,201902
2019,2,2019-02-01,彰化縣,4193.0,201902
2019,2,2019-02-01,新北市,560674.0,201902
2019,2,2019-02-01,新竹市,15136.0,201902
2019,2,2019-02-01,新竹縣,5818.0,201902
2019,2,2019-02-01,桃園市,170897.0,201902
2019,2,2019-02-01,澎湖縣,5088.0,201902
2019,2,2019-02-01,臺中市,245680.0,201902
2019,2,2019-02-01,臺北市,840159.0,201902
2019,2,2019-02-01,臺南市,78549.0,201902
2019,2,2019-02-01,臺東縣,2100.0,201902
2019,2,2019-02-01,花蓮縣,2128.0,201902
2019,2,2019-02-01,苗栗縣,1120.0,201902
2019,2,2019-02-01,連江縣,2130.0,201902
2019,2,2019-02-01,金門縣,11350.0,201902
2019,2,2019-02-01,雲林縣,3392.0,201902
2019,2,2019-02-01,高雄市,247364.0,201902
2019,3,2019-03-01,南投縣,2416.0,201903
2019,3,2019-03-01,嘉義市,2365.0,201903
2019,3,2019-03-01,嘉義縣,3610.0,201903
2019,3,2019-03-01,基隆市,68952.0,201903
2019,3,2019-03-01,宜蘭縣,25847.0,201903
2019,3,2019-03-01,屏東縣,10145.0,201903
2019,3,2019-03-01,彰化縣,5168.0,201903
2019,3,2019-03-01,新北市,670898.0,201903
2019,3,2019-03-01,新竹市,17937.0,201903
2019,3,2019-03-01,新竹縣,6606.0,201903
2019,3,2019-03-01,桃園市,196108.0,201903
2019,3,2019-03-01,澎湖縣,6143.0,201903
2019,3,2019-03-01,臺中市,284020.0,201903
2019,3,2019-03-01,臺北市,1010960.0,201903
2019,3,2019-03-01,臺南市,88432.0,201903
2019,3,2019-03-01,臺東縣,2325.0,201903
2019,3,2019-03-01,花蓮縣,2772.0,201903
2019,3,2019-03-01,苗栗縣,1240.0,201903
2019,3,2019-03-01,連江縣,2462.0,201903
2019,3,2019-03-01,金門縣,11811.0,201903
2019,3,2019-03-01,雲林縣,3876.0,201903
2019,3,2019-03-01,高雄市,275276.0,201903
2019,4,2019-04-01,南投縣,2448.0,201904
2019,4,2019-04-01,嘉義市,2485.0,201904
2019,4,2019-04-01,嘉義縣,3342.0,201904
2019,4,2019-04-01,基隆市,68398.0,201904
2019,4,2019-04-01,宜蘭縣,24878.0,201904
2019,4,2019-04-01,屏東縣,9834.0,201904
2019,4,2019-04-01,彰化縣,4977.0,201904
2019,4,2019-04-01,新北市,654795.0,201904
2019,4,2019-04-01,新竹市,17430.0,201904
2019,4,2019-04-01,新竹縣,6370.0,201904
2019,4,2019-04-01,桃園市,190942.0,201904
2019,4,2019-04-01,澎湖縣,6596.0,201904
2019,4,2019-04-01,臺中市,275259.0,201904
