年月,年,月,行業別,用電量
2021年3月,2021,3,農業部門,264066.7837
2021年4月,2021,4,全國用電量,21861495.04
2021年4月,2021,4,工業用電,12939855.63
2021年4月,2021,4,紡織成衣及服飾品製造業,425513.074
2021年4月,2021,4,紙漿、紙及紙製品製造業,294259.822
2021年4月,2021,4,化學材料及肥料製造業,2729072.831
2021年4月,2021,4,塑膠製品製造業,477386.442
2021年4月,2021,4,非金屬礦物製品製造業,479370.734
2021年4月,2021,4,基本金屬製造業,1627175.93
2021年4月,2021,4,金屬製品製造業,617174.9865
2021年4月,2021,4,電子產品及電力設備製造業,4683808.87
2021年4月,2021,4,住宅用電,3522039.205
2021年4月,2021,4,服務業用電,3483670.053
2021年4月,2021,4,運輸及倉儲業,253298.793
2021年4月,2021,4,住宿及餐飲業,552103.658
2021年4月,2021,4,出版影音及資通訊業,290954.686
2021年4月,2021,4,金融及保險業,107688.758
2021年4月,2021,4,不動產業,55062.42204
2021年4月,2021,4,醫療保健及社會工作服務業,259893.4186
2021年4月,2021,4,藝術、娛樂及休閒服務業,112443.411
2021年4月,2021,4,運輸用電,135415.9017
2021年4月,2021,4,公路,10652.9
2021年4月,2021,4,鐵路,122194.639
2021年4月,2021,4,管線運輸,2568.36272
2021年4月,2021,4,能源部門自用,1525521.735
2021年4月,2021,4,農業部門,254992.5101
2021年5月,2021,5,全國用電量,23563701.14
2021年5月,2021,5,工業用電,13950764.82
2021年5月,2021,5,紡織成衣及服飾品製造業,467724.484
2021年5月,2021,5,紙漿、紙及紙製品製造業,320474.421
2021年5月,2021,5,化學材料及肥料製造業,2862954.952
2021年5月,2021,5,塑膠製品製造業,504238.251
2021年5月,2021,5,非金屬礦物製品製造業,509413.105
2021年5月,2021,5,基本金屬製造業,1713873.561
2021年5月,2021,5,金屬製品製造業,657729.3551
2021年5月,2021,5,電子產品及電力設備製造業,5201758.801
2021年5月,2021,5,住宅用電,3559758.445
2021年5月,2021,5,服務業用電,3915749.461
2021年5月,2021,5,運輸及倉儲業,293911.049
2021年5月,2021,5,住宿及餐飲業,606854.645
2021年5月,2021,5,出版影音及資通訊業,319649.1193
2021年5月,2021,5,金融及保險業,128608.9
2021年5月,2021,5,不動產業,63306.29097
2021年5月,2021,5,醫療保健及社會工作服務業,311901.2635
2021年5月,2021,5,藝術、娛樂及休閒服務業,115415.454
2021年5月,2021,5,運輸用電,131352.1774
2021年5月,2021,5,公路,10948.228
2021年5月,2021,5,鐵路,117739.084
2021年5月,2021,5,管線運輸,2664.86544
2021年5月,2021,5,能源部門自用,1727974.162
2021年5月,2021,5,農業部門,278102.0671
2021年6月,2021,6,全國用電量,24006022.88
2021年6月,2021,6,工業用電,13794678.8
2021年6月,2021,6,紡織成衣及服飾品製造業,449118.007
2021年6月,2021,6,紙漿、紙及紙製品製造業,313970.022
2021年6月,2021,6,化學材料及肥料製造業,2857189.445
2021年6月,2021,6,塑膠製品製造業,496751.621
2021年6月,2021,6,非金屬礦物製品製造業,484667.8034
2021年6月,2021,6,基本金屬製造業,1672395.82
2021年6月,2021,6,金屬製品製造業,661918.9135
2021年6月,2021,6,電子產品及電力設備製造業,5146990.613
2021年6月,2021,6,住宅用電,4389408.004
2021年6月,2021,6,服務業用電,3757482.621
2021年6月,2021,6,運輸及倉儲業,294113.504
2021年6月,2021,6,住宿及餐飲業,545716.47
2021年6月,2021,6,出版影音及資通訊業,306841.9365
2021年6月,2021,6,金融及保險業,129911.875
2021年6月,2021,6,不動產業,58916.04021
2021年6月,2021,6,醫療保健及社會工作服務業,312840.2561
2021年6月,2021,6,藝術、娛樂及休閒服務業,84252.68
2021年6月,2021,6,運輸用電,107007.191
2021年6月,2021,6,公路,10600.321
2021年6月,2021,6,鐵路,94009.968
2021年6月,2021,6,管線運輸,2396.90195
2021年6月,2021,6,能源部門自用,1662607.705
2021年6月,2021,6,農業部門,294838.5605
2021年7月,2021,7,全國用電量,25657646.89
2021年7月,2021,7,工業用電,14431784.74
2021年7月,2021,7,紡織成衣及服飾品製造業,470703.524
2021年7月,2021,7,紙漿、紙及紙製品製造業,325013.282
2021年7月,2021,7,化學材料及肥料製造業,2964458.405
2021年7月,2021,7,塑膠製品製造業,519142.45
2021年7月,2021,7,非金屬礦物製品製造業,511225.1988
2021年7月,2021,7,基本金屬製造業,1689032.139
2021年7月,2021,7,金屬製品製造業,687923.2572
2021年7月,2021,7,電子產品及電力設備製造業,5440005.328
2021年7月,2021,7,住宅用電,5153130.086
2021年7月,2021,7,服務業用電,3957070.927
2021年7月,2021,7,運輸及倉儲業,318532.194
2021年7月,2021,7,住宿及餐飲業,549462.324
2021年7月,2021,7,出版影音及資通訊業,331173.2311
2021年7月,2021,7,金融及保險業,144629.203
2021年7月,2021,7,不動產業,68590.72564
2021年7月,2021,7,醫療保健及社會工作服務業,339491.6458
2021年7月,2021,7,藝術、娛樂及休閒服務業,79448.338
2021年7月,2021,7,運輸用電,112832.3285
2021年7月,2021,7,公路,10830.215
2021年7月,2021,7,鐵路,99562.567
2021年7月,2021,7,管線運輸,2439.54648
2021年7月,2021,7,能源部門自用,1713979.539
2021年7月,2021,7,農業部門,288849.2682
2021年8月,2021,8,全國用電量,25698069.17
2021年8月,2021,8,工業用電,14275161.25
2021年8月,2021,8,紡織成衣及服飾品製造業,463842.047
2021年8月,2021,8,紙漿、紙及紙製品製造業,320004.196
2021年8月,2021,8,化學材料及肥料製造業,2932736.618
2021年8月,2021,8,塑膠製品製造業,506742.204
2021年8月,2021,8,非金屬礦物製品製造業,489191.3751
2021年8月,2021,8,基本金屬製造業,1689525.539
2021年8月,2021,8,金屬製品製造業,686140.4324
2021年8月,2021,8,電子產品及電力設備製造業,5409238.845
2021年8月,2021,8,住宅用電,5313241.003
2021年8月,2021,8,服務業用電,4016276.873
2021年8月,2021,8,運輸及倉儲業,318975.942
2021年8月,2021,8,住宿及餐飲業,574307.486
2021年8月,2021,8,出版影音及資通訊業,331520.9952
2021年8月,2021,8,金融及保險業,143562.267
2021年8月,2021,8,不動產業,69523.0958
2021年8月,2021,8,醫療保健及社會工作服務業,336634.9405
2021年8月,2021,8,藝術、娛樂及休閒服務業,89954.934
2021年8月,2021,8,運輸用電,128066.204
2021年8月,2021,8,公路,11316.928
2021年8月,2021,8,鐵路,114282.983
2021年8月,2021,8,管線運輸,2466.293
2021年8月,2021,8,能源部門自用,1670840.149
2021年8月,2021,8,農業部門,294483.6944
2021年9月,2021,9,全國用電量,25769077.77
2021年9月,2021,9,工業用電,13813301.02
2021年9月,2021,9,紡織成衣及服飾品製造業,448593.236
2021年9月,2021,9,紙漿、紙及紙製品製造業,308329.775
2021年9月,2021,9,化學材料及肥料製造業,2740043.412
2021年9月,2021,9,塑膠製品製造業,486800.497
2021年9月,2021,9,非金屬礦物製品製造業,476047.1059
2021年9月,2021,9,基本金屬製造業,1630018.177
2021年9月,2021,9,金屬製品製造業,671906.4038
2021年9月,2021,9,電子產品及電力設備製造業,5274027.604
2021年9月,2021,9,住宅用電,5503505.104
2021年9月,2021,9,服務業用電,4391210.618
2021年9月,2021,9,運輸及倉儲業,319070.364
2021年9月,2021,9,住宿及餐飲業,662525.763
2021年9月,2021,9,出版影音及資通訊業,345382.5183
2021年9月,2021,9,金融及保險業,152340.635
2021年9月,2021,9,不動產業,76076.72076
2021年9月,2021,9,醫療保健及社會工作服務業,335094.0165
2021年9月,2021,9,藝術、娛樂及休閒服務業,102948.183
2021年9月,2021,9,運輸用電,130792.9571
2021年9月,2021,9,公路,11925.091
2021年9月,2021,9,鐵路,116476.534
2021年9月,2021,9,管線運輸,2391.33205
2021年9月,2021,9,能源部門自用,1626234.714
2021年9月,2021,9,農業部門,304033.3574
2021年10月,2021,10,全國用電量,25938934.68
2021年10月,2021,10,工業用電,14086159.14
2021年10月,2021,10,紡織成衣及服飾品製造業,450321.339
2021年10月,2021,10,紙漿、紙及紙製品製造業,318587.226
2021年10月,2021,10,化學材料及肥料製造業,2884574.866
2021年10月,2021,10,塑膠製品製造業,488735.877
2021年10月,2021,10,非金屬礦物製品製造業,491710.5642
2021年10月,2021,10,基本金屬製造業,1708059.822
2021年10月,2021,10,金屬製品製造業,669776.4274
2021年10月,2021,10,電子產品及電力設備製造業,5339875.329
2021年10月,2021,10,住宅用電,5419271.68
2021年10月,2021,10,服務業用電,4341482.996
2021年10月,2021,10,運輸及倉儲業,312135.21
2021年10月,2021,10,住宿及餐飲業,692210.956
2021年10月,2021,10,出版影音及資通訊業,343606.1999
2021年10月,2021,10,金融及保險業,140055.708
2021年10月,2021,10,不動產業,71818.43787
2021年10月,2021,10,醫療保健及社會工作服務業,318598.3971
2021年10月,2021,10,藝術、娛樂及休閒服務業,110307.559
2021年10月,2021,10,運輸用電,132301.3136
2021年10月,2021,10,公路,12181.247
2021年10月,2021,10,鐵路,117695.633
2021年10月,2021,10,管線運輸,2424.43355
2021年10月,2021,10,能源部門自用,1642522.742
2021年10月,2021,10,農業部門,317196.7998
2021年11月,2021,11,全國用電量,24167058.12
2021年11月,2021,11,工業用電,13392518.25
2021年11月,2021,11,紡織成衣及服飾品製造業,429858.36
2021年11月,2021,11,紙漿、紙及紙製品製造業,311829.273
2021年11月,2021,11,化學材料及肥料製造業,2778121.781
2021年11月,2021,11,塑膠製品製造業,467157.565
2021年11月,2021,11,非金屬礦物製品製造業,481615.9228
2021年11月,2021,11,基本金屬製造業,1638540.571
2021年11月,2021,11,金屬製品製造業,636861.4172
2021年11月,2021,11,電子產品及電力設備製造業,5017648.926
2021年11月,2021,11,住宅用電,4923093.667
2021年11月,2021,11,服務業用電,3977918.044
2021年11月,2021,11,運輸及倉儲業,272976.966
2021年11月,2021,11,住宿及餐飲業,636316.688
2021年11月,2021,11,出版影音及資通訊業,324594.4607
2021年11月,2021,11,金融及保險業,128590.734
2021年11月,2021,11,不動產業,66895.81842
2021年11月,2021,11,醫療保健及社會工作服務業,270181.5161
2021年11月,2021,11,藝術、娛樂及休閒服務業,108995.598
2021年11月,2021,11,運輸用電,129726.8554
2021年11月,2021,11,公路,12603.877
2021年11月,2021,11,鐵路,115016.097
2021年11月,2021,11,管線運輸,2106.88138
2021年11月,2021,11,能源部門自用,1467960.991
2021年11月,2021,11,農業部門,275840.3138
2021年12月,2021,12,全國用電量,22765361.48
2021年12月,2021,12,工業用電,13508039.52
2021年12月,2021,12,紡織成衣及服飾品製造業,432674.486
2021年12月,2021,12,紙漿、紙及紙製品製造業,314078.411
2021年12月,2021,12,化學材料及肥料製造業,2789674.656
2021年12月,2021,12,塑膠製品製造業,466345.254
2021年12月,2021,12,非金屬礦物製品製造業,507958.3769
2021年12月,2021,12,基本金屬製造業,1679361.781
2021年12月,2021,12,金屬製品製造業,635663.8755
2021年12月,2021,12,電子產品及電力設備製造業,5088908.315
2021年12月,2021,12,住宅用電,3843362.554
2021年12月,2021,12,服務業用電,3618519.397
2021年12月,2021,12,運輸及倉儲業,255664.792
2021年12月,2021,12,住宿及餐飲業,567185.063
2021年12月,2021,12,出版影音及資通訊業,317675.4296
2021年12月,2021,12,金融及保險業,111466.518
2021年12月,2021,12,不動產業,57276.25619
2021年12月,2021,12,醫療保健及社會工作服務業,251450.8048
2021年12月,2021,12,藝術、娛樂及休閒服務業,106597.184
2021年12月,2021,12,運輸用電,134085.4212
2021年12月,2021,12,公路,13019.792
2021年12月,2021,12,鐵路,119004.293
2021年12月,2021,12,管線運輸,2061.33622
2021年12月,2021,12,能源部門自用,1404619.525
2021年12月,2021,12,農業部門,256735.0565
2022年1月,2022,1,全國用電量,21910523.65
2022年1月,2022,1,工業用電,13030019.83
2022年1月,2022,1,紡織成衣及服飾品製造業,415212.043
2022年1月,2022,1,紙漿、紙及紙製品製造業,301056.933
2022年1月,2022,1,化學材料及肥料製造業,2677146.845
2022年1月,2022,1,塑膠製品製造業,454736.215
2022年1月,2022,1,非金屬礦物製品製造業,484682.718
2022年1月,2022,1,基本金屬製造業,1582467.126
2022年1月,2022,1,金屬製品製造業,587207.9468
2022年1月,2022,1,電子產品及電力設備製造業,4930304.943
2022年1月,2022,1,住宅用電,3543733.924
2022年1月,2022,1,服務業用電,3516978.912
2022年1月,2022,1,運輸及倉儲業,249874.401
2022年1月,2022,1,住宿及餐飲業,545683.04
2022年1月,2022,1,出版影音及資通訊業,322243.3697
2022年1月,2022,1,金融及保險業,106552.257
2022年1月,2022,1,不動產業,56053.79082
2022年1月,2022,1,醫療保健及社會工作服務業,240918.3603
2022年1月,2022,1,藝術、娛樂及休閒服務業,102828.129
2022年1月,2022,1,運輸用電,133468.7147
2022年1月,2022,1,公路,13104.19
2022年1月,2022,1,鐵路,118032.949
2022年1月,2022,1,管線運輸,2331.57573
2022年1月,2022,1,能源部門自用,1441962
2022年1月,2022,1,農業部門,244360.2634
2022年2月,2022,2,全國用電量,20139364.19
2022年2月,2022,2,工業用電,11535728.92
2022年2月,2022,2,紡織成衣及服飾品製造業,352424.543
2022年2月,2022,2,紙漿、紙及紙製品製造業,259785.724
2022年2月,2022,2,化學材料及肥料製造業,2366279.525
2022年2月,2022,2,塑膠製品製造業,387128.553
2022年2月,2022,2,非金屬礦物製品製造業,398997.4544
2022年2月,2022,2,基本金屬製造業,1409083.043
2022年2月,2022,2,金屬製品製造業,509758.47
2022年2月,2022,2,電子產品及電力設備製造業,4492105.405
2022年2月,2022,2,住宅用電,3724085.655
2022年2月,2022,2,服務業用電,3159068.009
2022年2月,2022,2,運輸及倉儲業,216723.64
2022年2月,2022,2,住宿及餐飲業,506462.465
2022年2月,2022,2,出版影音及資通訊業,294600.1316
2022年2月,2022,2,金融及保險業,89704.057
2022年2月,2022,2,不動產業,47490.89876
2022年2月,2022,2,醫療保健及社會工作服務業,212806.4038
2022年2月,2022,2,藝術、娛樂及休閒服務業,95802.966
2022年2月,2022,2,運輸用電,128596.7685
2022年2月,2022,2,公路,13487.164
2022年2月,2022,2,鐵路,113178.437
2022年2月,2022,2,管線運輸,1931.16747
2022年2月,2022,2,能源部門自用,1350610.519
2022年2月,2022,2,農業部門,241274.3119
2022年3月,2022,3,全國用電量,22808923.85
2022年3月,2022,3,工業用電,13304432.13
2022年3月,2022,3,紡織成衣及服飾品製造業,435277.024
2022年3月,2022,3,紙漿、紙及紙製品製造業,317147.003
2022年3月,2022,3,化學材料及肥料製造業,2594154.598
2022年3月,2022,3,塑膠製品製造業,486111.994
2022年3月,2022,3,非金屬礦物製品製造業,482175.6174
2022年3月,2022,3,基本金屬製造業,1641047.724
2022年3月,2022,3,金屬製品製造業,624850.6391
2022年3月,2022,3,電子產品及電力設備製造業,5068971.529
2022年3月,2022,3,住宅用電,3990279.407
2022年3月,2022,3,服務業用電,3618414.935
2022年3月,2022,3,運輸及倉儲業,264807.356
2022年3月,2022,3,住宿及餐飲業,545751.196
2022年3月,2022,3,出版影音及資通訊業,322271.0643
2022年3月,2022,3,金融及保險業,107709.08
2022年3月,2022,3,不動產業,57219.88516
2022年3月,2022,3,醫療保健及社會工作服務業,260262.3879
2022年3月,2022,3,藝術、娛樂及休閒服務業,108199.231
2022年3月,2022,3,運輸用電,132222.6405
2022年3月,2022,3,公路,14339.727
2022年3月,2022,3,鐵路,115940.486
2022年3月,2022,3,管線運輸,1942.42753
2022年3月,2022,3,能源部門自用,1520195.739
2022年3月,2022,3,農業部門,243378.9956
2022年4月,2022,4,全國用電量,21624774.64
2022年4月,2022,4,工業用電,12977974.06
2022年4月,2022,4,紡織成衣及服飾品製造業,401229.242
2022年4月,2022,4,紙漿、紙及紙製品製造業,289286.801
2022年4月,2022,4,化學材料及肥料製造業,2576184.497
2022年4月,2022,4,塑膠製品製造業,453230.746
2022年4月,2022,4,非金屬礦物製品製造業,463000.3191
2022年4月,2022,4,基本金屬製造業,1587163.203
2022年4月,2022,4,金屬製品製造業,585460.5738
2022年4月,2022,4,電子產品及電力設備製造業,5069553.743
2022年4月,2022,4,住宅用電,3398198.613
2022年4月,2022,4,服務業用電,3371646.937
2022年4月,2022,4,運輸及倉儲業,250274.82
2022年4月,2022,4,住宿及餐飲業,498770.46
2022年4月,2022,4,出版影音及資通訊業,293116.2796
2022年4月,2022,4,金融及保險業,99989.565
2022年4月,2022,4,不動產業,52299.41898
2022年4月,2022,4,醫療保健及社會工作服務業,260057.8476
2022年4月,2022,4,藝術、娛樂及休閒服務業,103612.55
2022年4月,2022,4,運輸用電,136561.7082
2022年4月,2022,4,公路,14643.181
2022年4月,2022,4,鐵路,119701.425
2022年4月,2022,4,管線運輸,2217.10224
2022年4月,2022,4,能源部門自用,1522489.382
2022年4月,2022,4,農業部門,217903.9447
2022年5月,2022,5,全國用電量,22697425.29
2022年5月,2022,5,工業用電,13659586.51
2022年5月,2022,5,紡織成衣及服飾品製造業,406006.866
2022年5月,2022,5,紙漿、紙及紙製品製造業,313931.812
2022年5月,2022,5,化學材料及肥料製造業,2704837.29
2022年5月,2022,5,塑膠製品製造業,469930.161
2022年5月,2022,5,非金屬礦物製品製造業,492415.4947
2022年5月,2022,5,基本金屬製造業,1657496.845
2022年5月,2022,5,金屬製品製造業,604911.6176
2022年5月,2022,5,電子產品及電力設備製造業,5357508.606
2022年5月,2022,5,住宅用電,3299286.63
2022年5月,2022,5,服務業用電,3705035.222
2022年5月,2022,5,運輸及倉儲業,277897.912
2022年5月,2022,5,住宿及餐飲業,548605.499
2022年5月,2022,5,出版影音及資通訊業,320293.8913
2022年5月,2022,5,金融及保險業,113557.282
2022年5月,2022,5,不動產業,58721.44292
2022年5月,2022,5,醫療保健及社會工作服務業,288110.2242
2022年5月,2022,5,藝術、娛樂及休閒服務業,111503.414
2022年5月,2022,5,運輸用電,134069.6575
2022年5月,2022,5,公路,15399.449
2022年5月,2022,5,鐵路,116549.45
2022年5月,2022,5,管線運輸,2120.75847
2022年5月,2022,5,能源部門自用,1650429.509
2022年5月,2022,5,農業部門,249017.7638
2022年6月,2022,6,全國用電量,23316339.49
2022年6月,2022,6,工業用電,13437201.35
2022年6月,2022,6,紡織成衣及服飾品製造業,408400.8442
2022年6月,2022,6,紙漿、紙及紙製品製造業,286125.113
2022年6月,2022,6,化學材料及肥料製造業,2519350.197
2022年6月,2022,6,塑膠製品製造業,466738.392
2022年6月,2022,6,非金屬礦物製品製造業,462904.8564
2022年6月,2022,6,基本金屬製造業,1547291.2
2022年6月,2022,6,金屬製品製造業,614010.0813
2022年6月,2022,6,電子產品及電力設備製造業,5394390.333
2022年6月,2022,6,住宅用電,3746063.293
2022年6月,2022,6,服務業用電,4027350.468
2022年6月,2022,6,運輸及倉儲業,303928.208
2022年6月,2022,6,住宿及餐飲業,600951.684
2022年6月,2022,6,出版影音及資通訊業,330221.2093
2022年6月,2022,6,金融及保險業,125540.34
2022年6月,2022,6,不動產業,64037.77819
2022年6月,2022,6,醫療保健及社會工作服務業,318300.9593
2022年6月,2022,6,藝術、娛樂及休閒服務業,125178.827
2022年6月,2022,6,運輸用電,133441.8984
2022年6月,2022,6,公路,15340.158
2022年6月,2022,6,鐵路,115751.306
2022年6月,2022,6,管線運輸,2350.43435
2022年6月,2022,6,能源部門自用,1699376.737
2022年6月,2022,6,農業部門,272905.7407
2022年7月,2022,7,全國用電量,25382834.38
2022年7月,2022,7,工業用電,13879260.91
2022年7月,2022,7,紡織成衣及服飾品製造業,421417.3889
2022年7月,2022,7,紙漿、紙及紙製品製造業,293856.787
2022年7月,2022,7,化學材料及肥料製造業,2599879.152
2022年7月,2022,7,塑膠製品製造業,473019.976
2022年7月,2022,7,非金屬礦物製品製造業,484933.2079
2022年7月,2022,7,基本金屬製造業,1522457.056
2022年7月,2022,7,金屬製品製造業,624595.5732
2022年7月,2022,7,電子產品及電力設備製造業,5562331.576
2022年7月,2022,7,住宅用電,4690832.177
2022年7月,2022,7,服務業用電,4515496.525
2022年7月,2022,7,運輸及倉儲業,337011.582
2022年7月,2022,7,住宿及餐飲業,709662.326
2022年7月,2022,7,出版影音及資通訊業,349011.9033
2022年7月,2022,7,金融及保險業,146659.382
2022年7月,2022,7,不動產業,70513.30959
2022年7月,2022,7,醫療保健及社會工作服務業,354230.4439
2022年7月,2022,7,藝術、娛樂及休閒服務業,139260.129
2022年7月,2022,7,運輸用電,142854.2975
2022年7月,2022,7,公路,15232.844
2022年7月,2022,7,鐵路,125279.476
2022年7月,2022,7,管線運輸,2341.97748
2022年7月,2022,7,能源部門自用,1852778.27
2022年7月,2022,7,農業部門,301612.2052
2022年8月,2022,8,全國用電量,25795322.5
2022年8月,2022,8,工業用電,13614362.82
2022年8月,2022,8,紡織成衣及服飾品製造業,425427.0235
2022年8月,2022,8,紙漿、紙及紙製品製造業,290149.937
2022年8月,2022,8,化學材料及肥料製造業,2388271.904
2022年8月,2022,8,塑膠製品製造業,470032.402
2022年8月,2022,8,非金屬礦物製品製造業,478430.9481
2022年8月,2022,8,基本金屬製造業,1458175.574
2022年8月,2022,8,金屬製品製造業,618177.2466
2022年8月,2022,8,電子產品及電力設備製造業,5577227.064
2022年8月,2022,8,住宅用電,5313245.151
2022年8月,2022,8,服務業用電,4626638.623
2022年8月,2022,8,運輸及倉儲業,337408.076
2022年8月,2022,8,住宿及餐飲業,750913.794
2022年8月,2022,8,出版影音及資通訊業,342930.0845
2022年8月,2022,8,金融及保險業,149760.976
2022年8月,2022,8,不動產業,72211.65294
2022年8月,2022,8,醫療保健及社會工作服務業,357309.8883
2022年8月,2022,8,藝術、娛樂及休閒服務業,145709.761
2022年8月,2022,8,運輸用電,148600.8384
2022年8月,2022,8,公路,16009.689
2022年8月,2022,8,鐵路,130414.803
2022年8月,2022,8,管線運輸,2176.34638
2022年8月,2022,8,能源部門自用,1777395.414
2022年8月,2022,8,農業部門,315079.6588
2022年9月,2022,9,全國用電量,26023490.18
2022年9月,2022,9,工業用電,12962975.74
2022年9月,2022,9,紡織成衣及服飾品製造業,394757.462
2022年9月,2022,9,紙漿、紙及紙製品製造業,283479.496
2022年9月,2022,9,化學材料及肥料製造業,2335258.002
2022年9月,2022,9,塑膠製品製造業,445586.273
2022年9月,2022,9,非金屬礦物製品製造業,455578.4945
2022年9月,2022,9,基本金屬製造業,1393571.429
2022年9月,2022,9,金屬製品製造業,608046.4594
2022年9月,2022,9,電子產品及電力設備製造業,5207532.103
2022年9月,2022,9,住宅用電,6040837.932
2022年9月,2022,9,服務業用電,4831934.953
2022年9月,2022,9,運輸及倉儲業,327022.276
2022年9月,2022,9,住宿及餐飲業,821904.833
2022年9月,2022,9,出版影音及資通訊業,363289.6324
2022年9月,2022,9,金融及保險業,153219.895
2022年9月,2022,9,不動產業,75277.71784
2022年9月,2022,9,醫療保健及社會工作服務業,332898.0616
2022年9月,2022,9,藝術、娛樂及休閒服務業,147637.164
2022年9月,2022,9,運輸用電,144006.5861
2022年9月,2022,9,公路,16700.231
2022年9月,2022,9,鐵路,125185.873
2022年9月,2022,9,管線運輸,2120.4821
2022年9月,2022,9,能源部門自用,1707481.365
2022年9月,2022,9,農業部門,336253.6013
2022年10月,2022,10,全國用電量,24888374.48
2022年10月,2022,10,工業用電,13183065.53
2022年10月,2022,10,紡織成衣及服飾品製造業,370738.9868
2022年10月,2022,10,紙漿、紙及紙製品製造業,303820.503
2022年10月,2022,10,化學材料及肥料製造業,2548753.955
2022年10月,2022,10,塑膠製品製造業,428199.087
2022年10月,2022,10,非金屬礦物製品製造業,452968.3525
2022年10月,2022,10,基本金屬製造業,1486703.974
2022年10月,2022,10,金屬製品製造業,579288.1713
2022年10月,2022,10,電子產品及電力設備製造業,5274302.371
2022年10月,2022,10,住宅用電,5343821.726
2022年10月,2022,10,服務業用電,4351638.57
2022年10月,2022,10,運輸及倉儲業,306689.578
2022年10月,2022,10,住宿及餐飲業,726880.408
2022年10月,2022,10,出版影音及資通訊業,336817.6866
2022年10月,2022,10,金融及保險業,132910.071
2022年10月,2022,10,不動產業,65586.04026
2022年10月,2022,10,醫療保健及社會工作服務業,308818.2172
2022年10月,2022,10,藝術、娛樂及休閒服務業,134600.025
2022年10月,2022,10,運輸用電,140341.2518
2022年10月,2022,10,公路,16894.511
2022年10月,2022,10,鐵路,121288.268
2022年10月,2022,10,管線運輸,2158.47278
2022年10月,2022,10,能源部門自用,1563351.697
2022年10月,2022,10,農業部門,306155.7128
2022年11月,2022,11,全國用電量,22879676.82
2022年11月,2022,11,工業用電,12713114.31
2022年11月,2022,11,紡織成衣及服飾品製造業,349161.3424
2022年11月,2022,11,紙漿、紙及紙製品製造業,287254.902
2022年11月,2022,11,化學材料及肥料製造業,2446125.699
2022年11月,2022,11,塑膠製品製造業,420902.661
2022年11月,2022,11,非金屬礦物製品製造業,442514.5836
2022年11月,2022,11,基本金屬製造業,1418756.79
2022年11月,2022,11,金屬製品製造業,551242.4952
