年月,年,月,行業別,用電量
2024年6月,2024,6,醫療保健及社會工作服務業,319876.3521
2024年6月,2024,6,藝術、娛樂及休閒服務業,134977.106
2024年6月,2024,6,運輸用電,150696.9599
2024年6月,2024,6,公路,30977.136
2024年6月,2024,6,鐵路,117242.511
2024年6月,2024,6,管線運輸,2477.31288
2024年6月,2024,6,能源部門自用,1525153.182
2024年6月,2024,6,農業部門,276460.0333
2024年7月,2024,7,全國用電量,25677452
2024年7月,2024,7,工業用電,13876600.13
2024年7月,2024,7,紡織成衣及服飾品製造業,371144.7463
2024年7月,2024,7,紙漿、紙及紙製品製造業,289458.759
2024年7月,2024,7,化學材料及肥料製造業,2546325.563
2024年7月,2024,7,塑膠製品製造業,390765.1669
2024年7月,2024,7,非金屬礦物製品製造業,481369.5733
2024年7月,2024,7,基本金屬製造業,1535264.842
2024年7月,2024,7,金屬製品製造業,572666.3896
2024年7月,2024,7,電子產品及電力設備製造業,5851026.181
2024年7月,2024,7,住宅用電,4879269.447
2024年7月,2024,7,服務業用電,4816011.656
2024年7月,2024,7,運輸及倉儲業,367056.609
2024年7月,2024,7,住宿及餐飲業,806612.528
2024年7月,2024,7,出版影音及資通訊業,367685.2435
2024年7月,2024,7,金融及保險業,151753.9833
2024年7月,2024,7,不動產業,87967.03983
2024年7月,2024,7,醫療保健及社會工作服務業,360001.6898
2024年7月,2024,7,藝術、娛樂及休閒服務業,156658.218
2024年7月,2024,7,運輸用電,155926.46
2024年7月,2024,7,公路,32044.998
2024年7月,2024,7,鐵路,121365.182
2024年7月,2024,7,管線運輸,2516.27997
2024年7月,2024,7,能源部門自用,1622416.547
2024年7月,2024,7,農業部門,327227.7601
2024年8月,2024,8,全國用電量,26712914.79
2024年8月,2024,8,工業用電,13862774.5
2024年8月,2024,8,紡織成衣及服飾品製造業,383038.7467
2024年8月,2024,8,紙漿、紙及紙製品製造業,288541.553
2024年8月,2024,8,化學材料及肥料製造業,2354605.815
2024年8月,2024,8,塑膠製品製造業,403480.0455
2024年8月,2024,8,非金屬礦物製品製造業,468381.0757
2024年8月,2024,8,基本金屬製造業,1556437.966
2024年8月,2024,8,金屬製品製造業,598353.807
2024年8月,2024,8,電子產品及電力設備製造業,5925640.029
2024年8月,2024,8,住宅用電,5824735.635
2024年8月,2024,8,服務業用電,4949055.878
2024年8月,2024,8,運輸及倉儲業,375536.317
2024年8月,2024,8,住宿及餐飲業,852073.296
2024年8月,2024,8,出版影音及資通訊業,373026.5142
2024年8月,2024,8,金融及保險業,152863.8548
2024年8月,2024,8,不動產業,88518.48002
2024年8月,2024,8,醫療保健及社會工作服務業,361211.36
2024年8月,2024,8,藝術、娛樂及休閒服務業,164679.046
2024年8月,2024,8,運輸用電,163250.3186
2024年8月,2024,8,公路,32361.171
2024年8月,2024,8,鐵路,128322.689
2024年8月,2024,8,管線運輸,2566.45855
2024年8月,2024,8,能源部門自用,1571425.156
2024年8月,2024,8,農業部門,341673.299
2024年9月,2024,9,全國用電量,27003663.41
2024年9月,2024,9,工業用電,13432526.84
2024年9月,2024,9,紡織成衣及服飾品製造業,359005.8536
2024年9月,2024,9,紙漿、紙及紙製品製造業,272076.767
2024年9月,2024,9,化學材料及肥料製造業,2408622.12
2024年9月,2024,9,塑膠製品製造業,370059.2897
2024年9月,2024,9,非金屬礦物製品製造業,464794.2745
2024年9月,2024,9,基本金屬製造業,1482764.005
2024年9月,2024,9,金屬製品製造業,558267.953
2024年9月,2024,9,電子產品及電力設備製造業,5729978.376
2024年9月,2024,9,住宅用電,6064894.062
2024年9月,2024,9,服務業用電,4970624.046
2024年9月,2024,9,運輸及倉儲業,365440.514
2024年9月,2024,9,住宿及餐飲業,842890.171
2024年9月,2024,9,出版影音及資通訊業,374364.6127
2024年9月,2024,9,金融及保險業,150327.8568
2024年9月,2024,9,不動產業,89680.84031
2024年9月,2024,9,醫療保健及社會工作服務業,344312.9383
2024年9月,2024,9,藝術、娛樂及休閒服務業,156225.875
2024年9月,2024,9,運輸用電,157258.4849
2024年9月,2024,9,公路,33462.843
2024年9月,2024,9,鐵路,121496.857
2024年9月,2024,9,管線運輸,2298.78489
2024年9月,2024,9,能源部門自用,2053613.01
2024年9月,2024,9,農業部門,324746.9682
2024年10月,2024,10,全國用電量,25029547
2024年10月,2024,10,工業用電,13321602.4
2024年10月,2024,10,紡織成衣及服飾品製造業,344933.0288
2024年10月,2024,10,紙漿、紙及紙製品製造業,279318.581
2024年10月,2024,10,化學材料及肥料製造業,2379938.068
2024年10月,2024,10,塑膠製品製造業,364268.6282
2024年10月,2024,10,非金屬礦物製品製造業,449406.6918
2024年10月,2024,10,基本金屬製造業,1492984.432
2024年10月,2024,10,金屬製品製造業,532651.2391
2024年10月,2024,10,電子產品及電力設備製造業,5769760.688
2024年10月,2024,10,住宅用電,5218938.972
2024年10月,2024,10,服務業用電,4506116.656
2024年10月,2024,10,運輸及倉儲業,332883.614
2024年10月,2024,10,住宿及餐飲業,760235.641
2024年10月,2024,10,出版影音及資通訊業,359636.0597
2024年10月,2024,10,金融及保險業,131684.9314
2024年10月,2024,10,不動產業,78888.07692
2024年10月,2024,10,醫療保健及社會工作服務業,321887.2722
2024年10月,2024,10,藝術、娛樂及休閒服務業,142173.905
2024年10月,2024,10,運輸用電,153853.2921
2024年10月,2024,10,公路,34262.627
2024年10月,2024,10,鐵路,117333.732
2024年10月,2024,10,管線運輸,2256.93313
2024年10月,2024,10,能源部門自用,1530674.905
2024年10月,2024,10,農業部門,298360.7707
2024年11月,2024,11,全國用電量,23827738.58
2024年11月,2024,11,工業用電,12923069.88
2024年11月,2024,11,紡織成衣及服飾品製造業,320654.4856
2024年11月,2024,11,紙漿、紙及紙製品製造業,274943.898
2024年11月,2024,11,化學材料及肥料製造業,2323699.889
2024年11月,2024,11,塑膠製品製造業,373549.7167
2024年11月,2024,11,非金屬礦物製品製造業,443355.1435
2024年11月,2024,11,基本金屬製造業,1494046.911
2024年11月,2024,11,金屬製品製造業,545431.8288
2024年11月,2024,11,電子產品及電力設備製造業,5477033.997
2024年11月,2024,11,住宅用電,4711770.869
2024年11月,2024,11,服務業用電,4281177.535
2024年11月,2024,11,運輸及倉儲業,294670.419
2024年11月,2024,11,住宿及餐飲業,733301.989
2024年11月,2024,11,出版影音及資通訊業,356656.198
2024年11月,2024,11,金融及保險業,122821.0819
2024年11月,2024,11,不動產業,74438.58573
2024年11月,2024,11,醫療保健及社會工作服務業,285660.328
2024年11月,2024,11,藝術、娛樂及休閒服務業,134030.405
2024年11月,2024,11,運輸用電,168728.7784
2024年11月,2024,11,公路,34928.132
2024年11月,2024,11,鐵路,131345.934
2024年11月,2024,11,管線運輸,2454.71241
2024年11月,2024,11,能源部門自用,1454062.97
2024年11月,2024,11,農業部門,288928.5449
2024年12月,2024,12,全國用電量,21913788.22
2024年12月,2024,12,工業用電,12847530.98
2024年12月,2024,12,紡織成衣及服飾品製造業,335228.5203
2024年12月,2024,12,紙漿、紙及紙製品製造業,284635.913
2024年12月,2024,12,化學材料及肥料製造業,2328597.484
2024年12月,2024,12,塑膠製品製造業,367751.0809
2024年12月,2024,12,非金屬礦物製品製造業,478863.2743
2024年12月,2024,12,基本金屬製造業,1543059.524
2024年12月,2024,12,金屬製品製造業,540004.2615
2024年12月,2024,12,電子產品及電力設備製造業,5388446.633
2024年12月,2024,12,住宅用電,3492895.852
2024年12月,2024,12,服務業用電,3642008.348
2024年12月,2024,12,運輸及倉儲業,256364.427
2024年12月,2024,12,住宿及餐飲業,600955.491
2024年12月,2024,12,出版影音及資通訊業,335107.4418
2024年12月,2024,12,金融及保險業,105183.0386
2024年12月,2024,12,不動產業,63443.75256
2024年12月,2024,12,醫療保健及社會工作服務業,251086.6139
2024年12月,2024,12,藝術、娛樂及休閒服務業,112008.87
2024年12月,2024,12,運輸用電,175018.5306
2024年12月,2024,12,公路,35690.651
2024年12月,2024,12,鐵路,136858.514
2024年12月,2024,12,管線運輸,2469.36556
2024年12月,2024,12,能源部門自用,1513738.57
2024年12月,2024,12,農業部門,242595.9436
2025年1月,2025,1,全國用電量,20822945.45
2025年1月,2025,1,工業用電,12159078.9
2025年1月,2025,1,紡織成衣及服飾品製造業,295025.7725
2025年1月,2025,1,紙漿、紙及紙製品製造業,254472.799
2025年1月,2025,1,化學材料及肥料製造業,2272331.042
2025年1月,2025,1,塑膠製品製造業,314277.7832
2025年1月,2025,1,非金屬礦物製品製造業,464000.1271
2025年1月,2025,1,基本金屬製造業,1431335.365
2025年1月,2025,1,金屬製品製造業,459350.4213
2025年1月,2025,1,電子產品及電力設備製造業,5222676.323
2025年1月,2025,1,住宅用電,3531865.078
2025年1月,2025,1,服務業用電,3387093.906
2025年1月,2025,1,運輸及倉儲業,235998.414
2025年1月,2025,1,住宿及餐飲業,538565.218
2025年1月,2025,1,出版影音及資通訊業,331999.41
2025年1月,2025,1,金融及保險業,97598.22666
2025年1月,2025,1,不動產業,57943.37325
2025年1月,2025,1,醫療保健及社會工作服務業,232474.7569
2025年1月,2025,1,藝術、娛樂及休閒服務業,99508.458
2025年1月,2025,1,運輸用電,172645.2038
2025年1月,2025,1,公路,36400.263
2025年1月,2025,1,鐵路,133682.414
2025年1月,2025,1,管線運輸,2562.52677
2025年1月,2025,1,能源部門自用,1347344.879
2025年1月,2025,1,農業部門,224917.4821
2025年2月,2025,2,全國用電量,19883959.58
2025年2月,2025,2,工業用電,11400848.34
2025年2月,2025,2,紡織成衣及服飾品製造業,284615.0192
2025年2月,2025,2,紙漿、紙及紙製品製造業,243529.723
2025年2月,2025,2,化學材料及肥料製造業,2068316.756
2025年2月,2025,2,塑膠製品製造業,319037.1169
2025年2月,2025,2,非金屬礦物製品製造業,375211.9668
2025年2月,2025,2,基本金屬製造業,1323566.133
2025年2月,2025,2,金屬製品製造業,469298.7739
2025年2月,2025,2,電子產品及電力設備製造業,4927067.518
2025年2月,2025,2,住宅用電,3756686.403
2025年2月,2025,2,服務業用電,3151775.102
2025年2月,2025,2,運輸及倉儲業,217525.738
2025年2月,2025,2,住宿及餐飲業,510407.102
2025年2月,2025,2,出版影音及資通訊業,313493.5458
2025年2月,2025,2,金融及保險業,86285.99354
2025年2月,2025,2,不動產業,51984.71406
2025年2月,2025,2,醫療保健及社會工作服務業,217472.2084
2025年2月,2025,2,藝術、娛樂及休閒服務業,95436.684
2025年2月,2025,2,運輸用電,157401.6208
2025年2月,2025,2,公路,37151.131
2025年2月,2025,2,鐵路,118048.45
2025年2月,2025,2,管線運輸,2202.03981
2025年2月,2025,2,能源部門自用,1188779.173
2025年2月,2025,2,農業部門,228468.9411
2025年3月,2025,3,全國用電量,21982319.1
2025年3月,2025,3,工業用電,12911464.9
2025年3月,2025,3,紡織成衣及服飾品製造業,321520.8036
2025年3月,2025,3,紙漿、紙及紙製品製造業,267947.229
2025年3月,2025,3,化學材料及肥料製造業,2309380.75
2025年3月,2025,3,塑膠製品製造業,358690.8809
2025年3月,2025,3,非金屬礦物製品製造業,469301.4489
2025年3月,2025,3,基本金屬製造業,1510775.725
2025年3月,2025,3,金屬製品製造業,524506.2787
2025年3月,2025,3,電子產品及電力設備製造業,5594608.91
2025年3月,2025,3,住宅用電,3854175.715
2025年3月,2025,3,服務業用電,3475204.717
2025年3月,2025,3,運輸及倉儲業,243219.877
2025年3月,2025,3,住宿及餐飲業,535201.358
2025年3月,2025,3,出版影音及資通訊業,340425.0739
2025年3月,2025,3,金融及保險業,99744.46973
2025年3月,2025,3,不動產業,60424.44168
2025年3月,2025,3,醫療保健及社會工作服務業,250164.1756
2025年3月,2025,3,藝術、娛樂及休閒服務業,104770.122
2025年3月,2025,3,運輸用電,172666.9617
2025年3月,2025,3,公路,37531.945
2025年3月,2025,3,鐵路,132250.32
2025年3月,2025,3,管線運輸,2884.69674
2025年3月,2025,3,能源部門自用,1343119.03
2025年3月,2025,3,農業部門,225687.7683
2025年4月,2025,4,全國用電量,21755672.96
2025年4月,2025,4,工業用電,12842434.72
2025年4月,2025,4,紡織成衣及服飾品製造業,308519.2084
2025年4月,2025,4,紙漿、紙及紙製品製造業,262560.577
2025年4月,2025,4,化學材料及肥料製造業,2285062.027
2025年4月,2025,4,塑膠製品製造業,349285.6176
2025年4月,2025,4,非金屬礦物製品製造業,468427.6956
2025年4月,2025,4,基本金屬製造業,1519229.277
2025年4月,2025,4,金屬製品製造業,522332.5893
2025年4月,2025,4,電子產品及電力設備製造業,5549566.758
2025年4月,2025,4,住宅用電,3578716.242
2025年4月,2025,4,服務業用電,3613555.519
2025年4月,2025,4,運輸及倉儲業,259607.468
2025年4月,2025,4,住宿及餐飲業,563839.251
2025年4月,2025,4,出版影音及資通訊業,339225.7451
2025年4月,2025,4,金融及保險業,104325.386
2025年4月,2025,4,不動產業,61777.25624
2025年4月,2025,4,醫療保健及社會工作服務業,263965.7341
2025年4月,2025,4,藝術、娛樂及休閒服務業,112404.107
2025年4月,2025,4,運輸用電,173057.7024
2025年4月,2025,4,公路,37471.855
2025年4月,2025,4,鐵路,133230.897
2025年4月,2025,4,管線運輸,2354.95044
2025年4月,2025,4,能源部門自用,1301633.297
2025年4月,2025,4,農業部門,246275.4767
2025年5月,2025,5,全國用電量,23416323.25
2025年5月,2025,5,工業用電,13570472.66
2025年5月,2025,5,紡織成衣及服飾品製造業,312485.4482
2025年5月,2025,5,紙漿、紙及紙製品製造業,279088.013
2025年5月,2025,5,化學材料及肥料製造業,2431345.904
2025年5月,2025,5,塑膠製品製造業,371535.8369
2025年5月,2025,5,非金屬礦物製品製造業,480203.9332
2025年5月,2025,5,基本金屬製造業,1550543.727
2025年5月,2025,5,金屬製品製造業,539960.9487
2025年5月,2025,5,電子產品及電力設備製造業,5896668.562
2025年5月,2025,5,住宅用電,3765235.316
2025年5月,2025,5,服務業用電,4219966.973
2025年5月,2025,5,運輸及倉儲業,320072.603
2025年5月,2025,5,住宿及餐飲業,664007.331
2025年5月,2025,5,出版影音及資通訊業,371617.953
2025年5月,2025,5,金融及保險業,123066.6646
2025年5月,2025,5,不動產業,73908.14837
2025年5月,2025,5,醫療保健及社會工作服務業,307296.5113
2025年5月,2025,5,藝術、娛樂及休閒服務業,132199.412
2025年5月,2025,5,運輸用電,161519.8323
2025年5月,2025,5,公路,38227.588
2025年5月,2025,5,鐵路,120855.359
2025年5月,2025,5,管線運輸,2436.88533
2025年5月,2025,5,能源部門自用,1424518.825
2025年5月,2025,5,農業部門,274609.6471
2025年6月,2025,6,全國用電量,23953602.6
2025年6月,2025,6,工業用電,13308101.56
2025年6月,2025,6,紡織成衣及服飾品製造業,311468.489
2025年6月,2025,6,紙漿、紙及紙製品製造業,262799.691
2025年6月,2025,6,化學材料及肥料製造業,2381928.464
2025年6月,2025,6,塑膠製品製造業,371394.5801
2025年6月,2025,6,非金屬礦物製品製造業,469528.6013
2025年6月,2025,6,基本金屬製造業,1370626.269
2025年6月,2025,6,金屬製品製造業,540082.0653
2025年6月,2025,6,電子產品及電力設備製造業,5857629.217
2025年6月,2025,6,住宅用電,4247240.402
2025年6月,2025,6,服務業用電,4489734.376
2025年6月,2025,6,運輸及倉儲業,337310.556
2025年6月,2025,6,住宿及餐飲業,716435.3
2025年6月,2025,6,出版影音及資通訊業,361438.0823
2025年6月,2025,6,金融及保險業,129676.9137
2025年6月,2025,6,不動產業,78862.78226
2025年6月,2025,6,醫療保健及社會工作服務業,328889.9161
2025年6月,2025,6,藝術、娛樂及休閒服務業,143300.946
2025年6月,2025,6,運輸用電,163235.9213
2025年6月,2025,6,公路,39107.543
2025年6月,2025,6,鐵路,121690.739
2025年6月,2025,6,管線運輸,2437.63933
2025年6月,2025,6,能源部門自用,1451741.868
2025年6月,2025,6,農業部門,293548.4767
2025年7月,2025,7,全國用電量,25629477.15
2025年7月,2025,7,工業用電,13826386.44
2025年7月,2025,7,紡織成衣及服飾品製造業,323414.972
2025年7月,2025,7,紙漿、紙及紙製品製造業,277329.474
2025年7月,2025,7,化學材料及肥料製造業,2431116.816
2025年7月,2025,7,塑膠製品製造業,382866.8396
2025年7月,2025,7,非金屬礦物製品製造業,476027.9662
2025年7月,2025,7,基本金屬製造業,1401897.922
2025年7月,2025,7,金屬製品製造業,567740.8379
2025年7月,2025,7,電子產品及電力設備製造業,6114899.842
2025年7月,2025,7,住宅用電,5034616.219
2025年7月,2025,7,服務業用電,4836614.177
2025年7月,2025,7,運輸及倉儲業,370464.915
2025年7月,2025,7,住宿及餐飲業,813166.419
2025年7月,2025,7,出版影音及資通訊業,388251.0624
2025年7月,2025,7,金融及保險業,141022.9912
2025年7月,2025,7,不動產業,89360.14616
2025年7月,2025,7,醫療保健及社會工作服務業,352437.7973
2025年7月,2025,7,藝術、娛樂及休閒服務業,159274.833
2025年7月,2025,7,運輸用電,168775.6956
2025年7月,2025,7,公路,40128.002
2025年7月,2025,7,鐵路,126338.868
2025年7月,2025,7,管線運輸,2308.82561
2025年7月,2025,7,能源部門自用,1445871.364
2025年7月,2025,7,農業部門,317213.2509
2025年8月,2025,8,全國用電量,26177903.65
2025年8月,2025,8,工業用電,13890580.13
2025年8月,2025,8,紡織成衣及服飾品製造業,323295.9342
2025年8月,2025,8,紙漿、紙及紙製品製造業,262745.639
2025年8月,2025,8,化學材料及肥料製造業,2377298.735
2025年8月,2025,8,塑膠製品製造業,374249.8211
2025年8月,2025,8,非金屬礦物製品製造業,475777.5256
2025年8月,2025,8,基本金屬製造業,1466907.918
2025年8月,2025,8,金屬製品製造業,563337.035
2025年8月,2025,8,電子產品及電力設備製造業,6211466.1
2025年8月,2025,8,住宅用電,5431655.347
2025年8月,2025,8,服務業用電,4886755.491
2025年8月,2025,8,運輸及倉儲業,365070.15
2025年8月,2025,8,住宿及餐飲業,838818.389
2025年8月,2025,8,出版影音及資通訊業,396379.3294
2025年8月,2025,8,金融及保險業,149351.8298
2025年8月,2025,8,不動產業,88922.69867
2025年8月,2025,8,醫療保健及社會工作服務業,354142.3372
2025年8月,2025,8,藝術、娛樂及休閒服務業,165262.027
2025年8月,2025,8,運輸用電,172540.0408
2025年8月,2025,8,公路,40698.307
2025年8月,2025,8,鐵路,129414.993
2025年8月,2025,8,管線運輸,2426.74079
2025年8月,2025,8,能源部門自用,1476969.332
2025年8月,2025,8,農業部門,319403.3141
2025年9月,2025,9,全國用電量,26054921.71
2025年9月,2025,9,工業用電,13481007
2025年9月,2025,9,紡織成衣及服飾品製造業,315213.1118
2025年9月,2025,9,紙漿、紙及紙製品製造業,271615.977
2025年9月,2025,9,化學材料及肥料製造業,2328658.355
2025年9月,2025,9,塑膠製品製造業,363736.2355
2025年9月,2025,9,非金屬礦物製品製造業,462598.9353
2025年9月,2025,9,基本金屬製造業,1406143.478
2025年9月,2025,9,金屬製品製造業,542844.8905
2025年9月,2025,9,電子產品及電力設備製造業,5977575.104
2025年9月,2025,9,住宅用電,5656986.257
2025年9月,2025,9,服務業用電,4914974.24
2025年9月,2025,9,運輸及倉儲業,359471.185
2025年9月,2025,9,住宿及餐飲業,828757.125
2025年9月,2025,9,出版影音及資通訊業,387338.1196
2025年9月,2025,9,金融及保險業,149343.0831
2025年9月,2025,9,不動產業,91924.44116
2025年9月,2025,9,醫療保健及社會工作服務業,345303.8455
2025年9月,2025,9,藝術、娛樂及休閒服務業,159455.196
2025年9月,2025,9,運輸用電,168149.064
2025年9月,2025,9,公路,41871.155
2025年9月,2025,9,鐵路,124043.847
2025年9月,2025,9,管線運輸,2234.06196
2025年9月,2025,9,能源部門自用,1517903.587
2025年9月,2025,9,農業部門,315901.5605
2025年10月,2025,10,全國用電量,26373338.53
2025年10月,2025,10,工業用電,13887847.15
2025年10月,2025,10,紡織成衣及服飾品製造業,303132.5735
2025年10月,2025,10,紙漿、紙及紙製品製造業,282345.747
2025年10月,2025,10,化學材料及肥料製造業,2358895.858
2025年10月,2025,10,塑膠製品製造業,362666.0499
2025年10月,2025,10,非金屬礦物製品製造業,457048.6291
2025年10月,2025,10,基本金屬製造業,1416960.469
2025年10月,2025,10,金屬製品製造業,538779.6747
2025年10月,2025,10,電子產品及電力設備製造業,6368301.074
2025年10月,2025,10,住宅用電,5642705.145
2025年10月,2025,10,服務業用電,4896333.136
2025年10月,2025,10,運輸及倉儲業,362307.464
2025年10月,2025,10,住宿及餐飲業,845554.638
2025年10月,2025,10,出版影音及資通訊業,398625.8445
2025年10月,2025,10,金融及保險業,144697.4792
2025年10月,2025,10,不動產業,86615.94252
2025年10月,2025,10,醫療保健及社會工作服務業,341320.362
2025年10月,2025,10,藝術、娛樂及休閒服務業,160550.763
2025年10月,2025,10,運輸用電,168693.4389
2025年10月,2025,10,公路,42350.407
2025年10月,2025,10,鐵路,124011.501
2025年10月,2025,10,管線運輸,2331.53087
2025年10月,2025,10,能源部門自用,1438490.776
2025年10月,2025,10,農業部門,339268.8857
2025年11月,2025,11,全國用電量,24381979.68
2025年11月,2025,11,工業用電,12973660.8
2025年11月,2025,11,紡織成衣及服飾品製造業,284138.7041
2025年11月,2025,11,紙漿、紙及紙製品製造業,263169.726
2025年11月,2025,11,化學材料及肥料製造業,2253115.01
2025年11月,2025,11,塑膠製品製造業,342192.3666
2025年11月,2025,11,非金屬礦物製品製造業,432476.8804
2025年11月,2025,11,基本金屬製造業,1316388.443
2025年11月,2025,11,金屬製品製造業,505443.1214
2025年11月,2025,11,電子產品及電力設備製造業,5946634.763
2025年11月,2025,11,住宅用電,5306067.935
2025年11月,2025,11,服務業用電,4328759.557
2025年11月,2025,11,運輸及倉儲業,293190.369
2025年11月,2025,11,住宿及餐飲業,757725.977
2025年11月,2025,11,出版影音及資通訊業,364779.9929
2025年11月,2025,11,金融及保險業,119722.4876
2025年11月,2025,11,不動產業,77043.5634
2025年11月,2025,11,醫療保健及社會工作服務業,284666.1736
2025年11月,2025,11,藝術、娛樂及休閒服務業,137341.936
2025年11月,2025,11,運輸用電,177648.3948
2025年11月,2025,11,公路,43345.197
2025年11月,2025,11,鐵路,132183.683
2025年11月,2025,11,管線運輸,2119.5148
2025年11月,2025,11,能源部門自用,1297528.982
2025年11月,2025,11,農業部門,298314.0062
2025年12月,2025,12,全國用電量,22362672.21
2025年12月,2025,12,工業用電,13054708.13
2025年12月,2025,12,紡織成衣及服飾品製造業,287200.5528
2025年12月,2025,12,紙漿、紙及紙製品製造業,275127.522
2025年12月,2025,12,化學材料及肥料製造業,2250705.175
2025年12月,2025,12,塑膠製品製造業,351746.2425
2025年12月,2025,12,非金屬礦物製品製造業,464504.3721
2025年12月,2025,12,基本金屬製造業,1365877.836
2025年12月,2025,12,金屬製品製造業,518080.1178
2025年12月,2025,12,電子產品及電力設備製造業,5924354.918
2025年12月,2025,12,住宅用電,3931499.685
2025年12月,2025,12,服務業用電,3686744.109
2025年12月,2025,12,運輸及倉儲業,270672.242
2025年12月,2025,12,住宿及餐飲業,617042.855
2025年12月,2025,12,出版影音及資通訊業,355366.3579
2025年12月,2025,12,金融及保險業,108644.9183
2025年12月,2025,12,不動產業,65453.57439
2025年12月,2025,12,醫療保健及社會工作服務業,260541.1595
2025年12月,2025,12,藝術、娛樂及休閒服務業,117036.149
2025年12月,2025,12,運輸用電,183168.6186
2025年12月,2025,12,公路,45856.505
2025年12月,2025,12,鐵路,134960.894
2025年12月,2025,12,管線運輸,2351.2196
2025年12月,2025,12,能源部門自用,1254789.654
2025年12月,2025,12,農業部門,251762.0082
2026年1月,2026,1,全國用電量,21782489.41
2026年1月,2026,1,工業用電,12931512.97
2026年1月,2026,1,紡織成衣及服飾品製造業,285201.879
2026年1月,2026,1,紙漿、紙及紙製品製造業,262910.574
2026年1月,2026,1,化學材料及肥料製造業,2359387.037
2026年1月,2026,1,塑膠製品製造業,353522.9744
2026年1月,2026,1,非金屬礦物製品製造業,468251.662
2026年1月,2026,1,基本金屬製造業,1387090.514
2026年1月,2026,1,金屬製品製造業,506242.4472
2026年1月,2026,1,電子產品及電力設備製造業,5696912.004
2026年1月,2026,1,住宅用電,3539879.443
2026年1月,2026,1,服務業用電,3546716.067
2026年1月,2026,1,運輸及倉儲業,249945.621
2026年1月,2026,1,住宿及餐飲業,569797.836
2026年1月,2026,1,出版影音及資通訊業,348417.0322
2026年1月,2026,1,金融及保險業,100522.5083
2026年1月,2026,1,不動產業,61827.36269
2026年1月,2026,1,醫療保健及社會工作服務業,243786.0101
2026年1月,2026,1,藝術、娛樂及休閒服務業,108455.371
2026年1月,2026,1,運輸用電,180580.7317
2026年1月,2026,1,公路,46031.005
2026年1月,2026,1,鐵路,132197.226
2026年1月,2026,1,管線運輸,2352.50067
2026年1月,2026,1,能源部門自用,1347692.47
2026年1月,2026,1,農業部門,236107.7295
